NM_URNA_CANDIDATO,SG_PARTIDO,IDEOLOGIA_PARTIDO,SG_UF,DS_GENERO,DS_COR_RACA,NR_IDADE_DATA_POSSE,VR_BEM_CANDIDATO,AGRUPAMENTO_BENS,DS_GRAU_INSTRUCAO,DS_OCUPACAO,ST_REELEICAO,NM_EMAIL,NR_CANDIDATO
RONALDO SEQUEIRA,PSDB,Centro,RJ,MASCULINO,BRANCA,64.0,nan,nan,SUPERIOR INCOMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,4503
DR JOSIEL BARRETO,PRTB,Direita,PE,MASCULINO,BRANCA,53.0,706650.0,BENS_G2,SUPERIOR COMPLETO,ODONTÓLOGO,N,NÃO DIVULGÁVEL,2810
KID BENGALA,UNIÃO,Direita,SP,MASCULINO,PRETA,68.0,1552000.0,BENS_G1,ENSINO FUNDAMENTAL COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,4469
CAPITÃO LINCOLN,PL,Direita,PA,MASCULINO,BRANCA,58.0,218692.0,BENS_G3,SUPERIOR COMPLETO,MEMBRO DAS FORÇAS ARMADAS,N,NÃO DIVULGÁVEL,2288
MARIA CIRLEIDE,PSD,Direita,PR,FEMININO,PRETA,48.0,nan,nan,SUPERIOR INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,5545
IDEIVA FOLETTO,CIDADANIA,Esquerda,MT,FEMININO,BRANCA,50.0,1502000.0,BENS_G1,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,2333
RONALDO TRAJANO,MDB,Centro,RR,MASCULINO,PARDA,53.0,1200000.0,BENS_G1,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,1545
GLEYSON RAMOS,AVANTE,Centro,TO,MASCULINO,PARDA,38.0,150301.0,BENS_G3,SUPERIOR COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,7070
MARCINHO ALVES,REPUBLICANOS,Direita,RJ,MASCULINO,BRANCA,45.0,185342.0,BENS_G3,ENSINO FUNDAMENTAL INCOMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,1012
CAIO TOKARSKI,UNIÃO,Direita,SC,MASCULINO,BRANCA,44.0,1166000.0,BENS_G1,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,4455
PROFESSOR FERNANDO,SOLIDARIEDADE,Centro,SP,MASCULINO,BRANCA,46.0,120000.0,BENS_G3,SUPERIOR COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,7770
LU MONTENEGRO,AVANTE,Centro,GO,FEMININO,BRANCA,50.0,45000.0,BENS_G4,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,7002
ELIZA ,PP,Direita,PB,FEMININO,PARDA,50.0,nan,nan,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,1122
MONIQUE DRUMOND,MDB,Centro,MG,FEMININO,PARDA,37.0,20000.0,BENS_G4,SUPERIOR COMPLETO,BANCÁRIO E ECONOMIÁRIO,N,NÃO DIVULGÁVEL,1519
RIVELINO DA FACILITES,MDB,Centro,BA,MASCULINO,BRANCA,44.0,nan,nan,SUPERIOR INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1546
IGOR CORRERIA,PMB,Direita,BA,MASCULINO,PARDA,25.0,nan,nan,ENSINO FUNDAMENTAL INCOMPLETO,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",N,NÃO DIVULGÁVEL,3565
SIRLEI THEIS,REPUBLICANOS,Direita,MT,FEMININO,BRANCA,52.0,412000.0,BENS_G2,SUPERIOR COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,1070
RONALDO LEONARDO,PMB,Direita,RJ,MASCULINO,BRANCA,52.0,780000.0,BENS_G1,ENSINO MÉDIO COMPLETO,"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",N,NÃO DIVULGÁVEL,3511
JACK ROCHA,PT,Esquerda,ES,FEMININO,PRETA,39.0,211369.0,BENS_G3,SUPERIOR INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1300
PAULO SERGIO QUEIROZ,PTB,Direita,RJ,MASCULINO,BRANCA,54.0,nan,nan,SUPERIOR COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,1410
FIUZA,MDB,Centro,RJ,MASCULINO,PARDA,42.0,631880.0,BENS_G2,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,1551
SONINHA DE QUINTINO,PSD,Direita,RJ,FEMININO,PARDA,53.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,5503
ESDRAS CABRAL,PP,Direita,PE,MASCULINO,PARDA,52.0,350000.0,BENS_G2,SUPERIOR COMPLETO,PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL,N,NÃO DIVULGÁVEL,1120
ANGELA BORBA,AVANTE,Centro,TO,FEMININO,PARDA,48.0,nan,nan,ENSINO MÉDIO COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,7030
GLEYCE MOTA,PL,Direita,RR,FEMININO,PARDA,43.0,nan,nan,SUPERIOR COMPLETO,CONTADOR,N,NÃO DIVULGÁVEL,2215
VALTYN DO BRAZIL,PTB,Direita,GO,MASCULINO,PARDA,70.0,7620000.0,BENS_G1,ENSINO MÉDIO COMPLETO,"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",N,NÃO DIVULGÁVEL,1456
LEILA HOLANDA,PODE,Direita,AC,FEMININO,PARDA,49.0,50000.0,BENS_G4,SUPERIOR COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,1911
DRA PAULA TOMAS,SOLIDARIEDADE,Centro,MG,FEMININO,BRANCA,43.0,1730000.0,BENS_G1,SUPERIOR COMPLETO,ODONTÓLOGO,N,NÃO DIVULGÁVEL,7712
LIDIANE BRASIL,MDB,Centro,MG,FEMININO,PARDA,45.0,nan,nan,SUPERIOR COMPLETO,ARTESÃO,N,NÃO DIVULGÁVEL,1577
JARDEL BOMJARDIM,PATRIOTA,Direita,MA,MASCULINO,PARDA,39.0,2803746.0,BENS_G1,ENSINO MÉDIO COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,5100
FALA ZION,AVANTE,Centro,SC,MASCULINO,PARDA,45.0,180000.0,BENS_G3,ENSINO MÉDIO COMPLETO,COMUNICÓLOGO,N,NÃO DIVULGÁVEL,7077
JOELMA,MDB,Centro,MA,FEMININO,PRETA,47.0,nan,nan,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1544
VILLER TAVARES,PMB,Direita,RJ,MASCULINO,PARDA,31.0,nan,nan,ENSINO MÉDIO COMPLETO,TRABALHADOR METALÚRGICO E SIDERÚRGICO,N,NÃO DIVULGÁVEL,3504
PEDRO VADER,PSD,Direita,SP,MASCULINO,BRANCA,57.0,84500.0,BENS_G3,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,5543
RAFAEL SIMOES,UNIÃO,Direita,MG,MASCULINO,BRANCA,58.0,3457562.0,BENS_G1,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,4445
LUCIANO ARAUJO,SOLIDARIEDADE,Centro,PR,MASCULINO,BRANCA,42.0,500.0,BENS_G4,SUPERIOR INCOMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,7700
ELSON LOURINHO,REDE,Esquerda,PA,MASCULINO,PARDA,34.0,nan,nan,ENSINO MÉDIO COMPLETO,SECRETÁRIO E DATILÓGRAFO,N,NÃO DIVULGÁVEL,1800
GILMAR FABRIS,PSD,Direita,MT,MASCULINO,PARDA,63.0,nan,nan,SUPERIOR COMPLETO,PECUARISTA,N,NÃO DIVULGÁVEL,5555
JOABE DO MERCADINHO,AVANTE,Centro,PE,MASCULINO,PARDA,47.0,96335.0,BENS_G3,ENSINO MÉDIO COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,7060
IZA LOURENÇA,PSOL,Esquerda,MG,FEMININO,PRETA,29.0,17398.0,BENS_G4,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,5000
MIGUEL LYOTTA,PTB,Direita,RJ,MASCULINO,NÃO INFORMADO,57.0,nan,nan,SUPERIOR COMPLETO,MEMBRO DAS FORÇAS ARMADAS,N,NÃO DIVULGÁVEL,1474
EDUARDO MAGALHÃES,REPUBLICANOS,Direita,MT,MASCULINO,PRETA,43.0,nan,nan,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,1010
CORONEL ZÓZIMA,PTB,Direita,MT,FEMININO,PARDA,58.0,3170000.0,BENS_G1,SUPERIOR COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,1490
GOLEIRO VINICIUS,REPUBLICANOS,Direita,PA,MASCULINO,PARDA,38.0,402177.0,BENS_G2,ENSINO MÉDIO COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,1015
TERESINHA CARVALHO,CIDADANIA,Esquerda,PI,FEMININO,PRETA,69.0,50000.0,BENS_G4,LÊ E ESCREVE,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,2321
CAPITÃO DERRITE,PL,Direita,SP,MASCULINO,BRANCA,38.0,812788.0,BENS_G1,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,2290
JUCILENE FERREIRA,PMB,Direita,CE,FEMININO,BRANCA,43.0,44000.0,BENS_G4,SUPERIOR COMPLETO,DECORADOR,N,NÃO DIVULGÁVEL,3570
MARA BADAN,PDT,Esquerda,MT,FEMININO,BRANCA,57.0,nan,nan,SUPERIOR COMPLETO,FARMACÊUTICO,N,NÃO DIVULGÁVEL,1216
MOISÉS BARBOZA MALUCO DO BEM ,PSDB,Centro,RS,MASCULINO,BRANCA,44.0,1049000.0,BENS_G1,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,4588
MÉRCIO,PSOL,Esquerda,MG,MASCULINO,BRANCA,40.0,4407569.0,BENS_G1,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,5011
LIMA JUNIOR,REPUBLICANOS,Direita,AP,MASCULINO,BRANCA,48.0,nan,nan,ENSINO MÉDIO COMPLETO,LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA,N,NÃO DIVULGÁVEL,1099
LEO PLENO,PRTB,Direita,SP,MASCULINO,PARDA,47.0,3221229.0,BENS_G1,ENSINO FUNDAMENTAL COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,2882
OSCAR SILVA,DC,Direita,DF,MASCULINO,PARDA,67.0,389726.0,BENS_G2,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,2727
KAREM LOWHANE,AVANTE,Centro,MG,FEMININO,PRETA,24.0,nan,nan,SUPERIOR INCOMPLETO,PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL,N,NÃO DIVULGÁVEL,7001
EMILCE CAMPOS,UNIÃO,Direita,MA,FEMININO,BRANCA,64.0,nan,nan,ENSINO MÉDIO COMPLETO,PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS,N,NÃO DIVULGÁVEL,4413
ALFREDO GASPAR,UNIÃO,Direita,AL,MASCULINO,BRANCA,52.0,289257.0,BENS_G2,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,4444
SIMONY DOS ANJOS,PSOL,Esquerda,SP,FEMININO,PRETA,36.0,333828.0,BENS_G2,SUPERIOR COMPLETO,"TÉCNICO CONTABILIDADE, ESTATÍSTICA, ECONOMIA DOMÉSTICA E ADMINISTRAÇÃO",N,NÃO DIVULGÁVEL,5068
PROF. PAULO BORGES (VIOLARO),NOVO,Direita,SP,MASCULINO,BRANCA,58.0,2010765.0,BENS_G1,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,3075
HELADE MAUÉS,PTB,Direita,AM,FEMININO,PARDA,46.0,nan,nan,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1401
NILTON SALOMÃO,CIDADANIA,Esquerda,RJ,MASCULINO,BRANCA,65.0,1952126.0,BENS_G1,SUPERIOR COMPLETO,CONTADOR,N,NÃO DIVULGÁVEL,2304
PROFESSOR FÁBIO GARRIDO,PRTB,Direita,RJ,MASCULINO,BRANCA,47.0,505892.0,BENS_G2,SUPERIOR COMPLETO,PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL,N,NÃO DIVULGÁVEL,2876
PEDRINHO ADL,REPUBLICANOS,Direita,RJ,MASCULINO,BRANCA,58.0,364921.0,BENS_G2,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,1004
LAU ,PODE,Direita,BA,MASCULINO,PRETA,64.0,nan,nan,SUPERIOR COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,1967
VALMIR JUNIOR,PTB,Direita,RN,MASCULINO,PARDA,58.0,350000.0,BENS_G2,SUPERIOR COMPLETO,MEMBRO DAS FORÇAS ARMADAS,N,NÃO DIVULGÁVEL,1414
PAULO ÁVILA,PTB,Direita,MG,MASCULINO,BRANCA,60.0,130000.0,BENS_G3,SUPERIOR COMPLETO,"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",N,NÃO DIVULGÁVEL,1433
DALTO NEVES ,PDT,Esquerda,ES,MASCULINO,PARDA,54.0,704250.0,BENS_G2,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,1210
NEREU PIOVESAN,PT,Esquerda,RS,MASCULINO,BRANCA,56.0,477136.0,BENS_G2,SUPERIOR COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,1390
LUZILANE SOUZA,PTB,Direita,CE,FEMININO,PARDA,46.0,nan,nan,ENSINO MÉDIO INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1499
LOURDES MONTEIRO,MDB,Centro,MS,FEMININO,BRANCA,68.0,350605.0,BENS_G2,SUPERIOR COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,1500
DEFENSOR STÉLIO DENER,REPUBLICANOS,Direita,RR,MASCULINO,PARDA,50.0,1869421.0,BENS_G1,SUPERIOR COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,1077
DELSON DO SINDICATO,PSOL,Esquerda,MG,MASCULINO,PARDA,58.0,380000.0,BENS_G2,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,5055
DOMINGOS MONTEIRO,PSOL,Esquerda,RO,MASCULINO,BRANCA,46.0,nan,nan,ENSINO MÉDIO COMPLETO,VIGILANTE,N,NÃO DIVULGÁVEL,5045
THIAGO SURFISTA,PSD,Direita,SP,MASCULINO,BRANCA,40.0,300000.0,BENS_G2,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,5503
FAUSTO PINATO,PP,Direita,SP,MASCULINO,BRANCA,45.0,712867.0,BENS_G2,SUPERIOR COMPLETO,ADVOGADO,S,NÃO DIVULGÁVEL,1123
GEOVANE CORREA,UNIÃO,Direita,MG,MASCULINO,PARDA,48.0,400000.0,BENS_G2,ENSINO FUNDAMENTAL COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,4403
CORONEL WILLIAM SODRÉ,REPUBLICANOS,Direita,RJ,MASCULINO,PARDA,54.0,nan,nan,SUPERIOR COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,1051
CRISTIANE ALMEIDA,PODE,Direita,SE,FEMININO,PRETA,34.0,140000.0,BENS_G3,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,1988
RODRIGO CADEIRANTE,REDE,Esquerda,MG,MASCULINO,BRANCA,42.0,529070.0,BENS_G2,ENSINO MÉDIO COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,1801
TAWANA ROCHA,PATRIOTA,Direita,PE,FEMININO,BRANCA,32.0,nan,nan,SUPERIOR COMPLETO,CONTADOR,N,NÃO DIVULGÁVEL,5114
SARGENTO BENTO,PTB,Direita,SC,MASCULINO,BRANCA,55.0,624500.0,BENS_G2,SUPERIOR COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,1490
PR. JOSENILSON ALMEIDA,PMB,Direita,BA,MASCULINO,BRANCA,60.0,nan,nan,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,3577
CHARLES LIMA,PATRIOTA,Direita,BA,MASCULINO,PARDA,57.0,14.0,BENS_G4,ENSINO FUNDAMENTAL COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,5161
ADÃO DA RENOVAR,AGIR,Direita,PR,MASCULINO,PARDA,48.0,500000.0,BENS_G2,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,3600
PAULA CAVALCANTI,DC,Direita,PE,FEMININO,PARDA,59.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,2707
TIA RITA,PSB,Esquerda,BA,FEMININO,PRETA,57.0,nan,nan,ENSINO MÉDIO COMPLETO,PROFESSOR DE ENSINO FUNDAMENTAL,N,NÃO DIVULGÁVEL,4065
ROBERTINHO SOARES,AVANTE,Centro,MG,MASCULINO,PARDA,38.0,155720.0,BENS_G3,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,7089
SUSANNA POLICIAL FEDERAL,PSD,Direita,SP,FEMININO,BRANCA,42.0,548849.0,BENS_G2,SUPERIOR COMPLETO,SERVIDOR PÚBLICO FEDERAL,N,NÃO DIVULGÁVEL,5550
HUMBERTO JANTIM,NOVO,Direita,SP,MASCULINO,BRANCA,40.0,780967.0,BENS_G1,SUPERIOR COMPLETO,ENGENHEIRO,N,NÃO DIVULGÁVEL,3010
ANDRÉ COSTA,PT,Esquerda,MG,MASCULINO,BRANCA,67.0,nan,nan,ENSINO MÉDIO COMPLETO,MECÂNICO DE MANUTENÇÃO,N,NÃO DIVULGÁVEL,1358
MARCELO MARCELINHO,MDB,Centro,PE,MASCULINO,NÃO INFORMADO,41.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1501
LUIZA SATHELER,PODE,Direita,MG,FEMININO,BRANCA,56.0,85318.0,BENS_G3,SUPERIOR COMPLETO,ECONOMISTA,N,NÃO DIVULGÁVEL,1912
ELMARENE,PROS,Centro,MA,FEMININO,PARDA,54.0,nan,nan,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,9022
SGT HENRIQUE,DC,Direita,DF,MASCULINO,BRANCA,40.0,400000.0,BENS_G2,SUPERIOR COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,2772
CAROL VERGOLINO,PSOL,Esquerda,PE,FEMININO,BRANCA,44.0,67203.0,BENS_G4,SUPERIOR COMPLETO,JORNALISTA E REDATOR,N,NÃO DIVULGÁVEL,5050
HEBERT COLETIVO SOMOS MAIS,PSDB,Centro,SE,MASCULINO,PARDA,39.0,nan,nan,SUPERIOR COMPLETO,SERVIDOR PÚBLICO FEDERAL,N,NÃO DIVULGÁVEL,4523
ZEZÉ SANTOS ASSISTENTE SOCIAL,PSB,Esquerda,SP,FEMININO,PRETA,63.0,300000.0,BENS_G2,SUPERIOR COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,4063
KERLEY CRISTINA,PSC,Direita,MG,FEMININO,NÃO INFORMADO,39.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,2047
GILSON KLEINA,PP,Direita,PR,MASCULINO,BRANCA,54.0,3003449.0,BENS_G1,SUPERIOR COMPLETO,PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL,N,NÃO DIVULGÁVEL,1168
MANUH SILVA,REPUBLICANOS,Direita,CE,FEMININO,PARDA,44.0,5100.0,BENS_G4,ENSINO MÉDIO COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,1055
MIZAEL DO LANCHE,MDB,Centro,RJ,MASCULINO,PARDA,54.0,nan,nan,ENSINO FUNDAMENTAL COMPLETO,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA,N,NÃO DIVULGÁVEL,1563
MARCELO CACIANO,PP,Direita,MG,MASCULINO,PRETA,37.0,59000.0,BENS_G4,SUPERIOR COMPLETO,PUBLICITÁRIO,N,NÃO DIVULGÁVEL,1113
VERMELHO,PL,Direita,PR,MASCULINO,BRANCA,63.0,2068459.0,BENS_G1,SUPERIOR COMPLETO,ADVOGADO,S,NÃO DIVULGÁVEL,2277
WALTER GUZMAN,PDT,Esquerda,MG,MASCULINO,BRANCA,58.0,nan,nan,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1264
MAESTRO WENDEON FRANÇA,PDT,Esquerda,RO,MASCULINO,BRANCA,38.0,nan,nan,SUPERIOR INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1234
CLAUDIO FREITAS,SOLIDARIEDADE,Centro,SP,MASCULINO,BRANCA,50.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,7797
PASTORA DAGMAR,AGIR,Direita,SP,FEMININO,BRANCA,46.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,S,NÃO DIVULGÁVEL,3674
DR CADU,AVANTE,Centro,CE,MASCULINO,BRANCA,40.0,370000.0,BENS_G2,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,7007
É HOJE,PP,Direita,CE,MASCULINO,PARDA,55.0,141427.0,BENS_G3,SUPERIOR COMPLETO,SERVIDOR PÚBLICO MUNICIPAL,N,NÃO DIVULGÁVEL,1171
DR WEVIGTON GLATT,PTB,Direita,PR,MASCULINO,BRANCA,36.0,6569.0,BENS_G4,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,1444
DÉBORA PARISOTTO,PTB,Direita,SC,FEMININO,BRANCA,45.0,363322.0,BENS_G2,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1410
CORONEL BOMBEIRO WAGNER,REPUBLICANOS,Direita,ES,MASCULINO,BRANCA,48.0,550000.0,BENS_G2,SUPERIOR COMPLETO,BOMBEIRO MILITAR,N,NÃO DIVULGÁVEL,1001
MARRETA,PRTB,Direita,RR,MASCULINO,PARDA,60.0,80000.0,BENS_G3,ENSINO MÉDIO COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,2822
BICHO SOM,DC,Direita,BA,MASCULINO,BRANCA,36.0,nan,nan,ENSINO FUNDAMENTAL INCOMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,2712
MANOEL ISIDRO,PSB,Esquerda,PB,MASCULINO,PRETA,60.0,484508.0,BENS_G2,SUPERIOR COMPLETO,FISCAL,N,NÃO DIVULGÁVEL,4033
SARGENTO BENEDITO,PTB,Direita,RR,MASCULINO,PRETA,47.0,19200.0,BENS_G4,SUPERIOR COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,1400
VERA LUCIA,PODE,Direita,BA,FEMININO,PARDA,44.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1960
LOREDAN,PTB,Direita,PA,MASCULINO,BRANCA,50.0,2600000.0,BENS_G1,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,1414
MARINA VENÂNCIO,PSC,Direita,PB,FEMININO,BRANCA,27.0,24324.0,BENS_G4,SUPERIOR COMPLETO,ENFERMEIRO,N,NÃO DIVULGÁVEL,2077
ROCHINHA,PATRIOTA,Direita,SP,MASCULINO,BRANCA,53.0,2062071.0,BENS_G1,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,5150
PROFESSOR TED WILLAMS,PSOL,Esquerda,PE,MASCULINO,BRANCA,50.0,369952.0,BENS_G2,SUPERIOR COMPLETO,PROFESSOR DE ENSINO MÉDIO,N,NÃO DIVULGÁVEL,5099
XURRAS,SOLIDARIEDADE,Centro,RS,MASCULINO,PRETA,36.0,35000.0,BENS_G4,SUPERIOR INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,7757
CIDA BARRETO,PL,Direita,SP,FEMININO,PARDA,54.0,152000.0,BENS_G3,ENSINO MÉDIO COMPLETO,DONA DE CASA,N,NÃO DIVULGÁVEL,2254
NOILTON RAMOS,PATRIOTA,Direita,SP,MASCULINO,PARDA,59.0,1032978.0,BENS_G1,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,5130
PAULA BARRETO,PL,Direita,PA,FEMININO,PARDA,39.0,104833.0,BENS_G3,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,2250
CIDA,PT,Esquerda,SC,FEMININO,PRETA,55.0,206874.0,BENS_G3,SUPERIOR COMPLETO,PSICÓLOGO,N,NÃO DIVULGÁVEL,1307
ANGELITA MOREIRA ROCHA,PMN,Esquerda,MG,FEMININO,BRANCA,56.0,nan,nan,ENSINO FUNDAMENTAL COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,3377
ALINE PEIXOTO,SOLIDARIEDADE,Centro,RR,FEMININO,PARDA,37.0,150000.0,BENS_G3,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,7707
MOAMED RACHID GARIFF,PROS,Centro,MG,MASCULINO,BRANCA,59.0,217221.0,BENS_G3,ENSINO MÉDIO COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,9099
CABO ALONSIMAR,PODE,Direita,RJ,MASCULINO,BRANCA,47.0,16000.0,BENS_G4,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1903
PAULYNA COSTA,UNIÃO,Direita,MA,FEMININO,BRANCA,37.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,4488
VIGNATTI,PSB,Esquerda,SC,MASCULINO,BRANCA,55.0,2428104.0,BENS_G1,SUPERIOR COMPLETO,DEPUTADO,N,NÃO DIVULGÁVEL,4040
RODRIGO NÓBREGA,AGIR,Direita,PB,MASCULINO,PARDA,42.0,311000.0,BENS_G2,SUPERIOR COMPLETO,CONTADOR,N,NÃO DIVULGÁVEL,3678
DEYVIDY HERNANDES,DC,Direita,PR,MASCULINO,BRANCA,33.0,94000.0,BENS_G3,SUPERIOR COMPLETO,OCUPANTE DE CARGO EM COMISSÃO,N,NÃO DIVULGÁVEL,2790
DENYS MASCARENHAS,SOLIDARIEDADE,Centro,ES,MASCULINO,BRANCA,57.0,499214.0,BENS_G2,ENSINO MÉDIO COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,7722
MÔNICA BUAVA MANDATO ANIMAL,PV,Esquerda,SP,FEMININO,BRANCA,37.0,639734.0,BENS_G2,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,4366
BRANKA,PSB,Esquerda,SC,FEMININO,PARDA,36.0,nan,nan,ENSINO MÉDIO COMPLETO,MOTORISTA PARTICULAR,N,NÃO DIVULGÁVEL,4066
