NM_URNA_CANDIDATO,SG_PARTIDO,IDEOLOGIA_PARTIDO,SG_UF,DS_GENERO,DS_COR_RACA,NR_IDADE_DATA_POSSE,VR_BEM_CANDIDATO,AGRUPAMENTO_BENS,DS_GRAU_INSTRUCAO,DS_OCUPACAO,ST_REELEICAO,NM_EMAIL,NR_CANDIDATO
DIVALDO SANTOS,REDE,Esquerda,PA,MASCULINO,PRETA,67.0,nan,nan,ENSINO MÉDIO COMPLETO,AGRICULTOR,N,NÃO DIVULGÁVEL,18414
DR IDERCIVAL,MDB,Centro,BA,MASCULINO,PARDA,56.0,nan,nan,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,15100
TONIA CLOSS,DC,Direita,ES,FEMININO,BRANCA,57.0,nan,nan,ENSINO MÉDIO COMPLETO,PROTÉTICO,N,NÃO DIVULGÁVEL,27100
CELINHO SINTROCEL,PC do B,Esquerda,MG,MASCULINO,PARDA,62.0,366401.0,BENS_G2,ENSINO MÉDIO COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,65112
CLEMENTINO BRITES,UNIÃO,Direita,MS,MASCULINO,PARDA,69.0,196844.0,BENS_G3,SUPERIOR COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,44163
RITA ORIGUELLA,AVANTE,Centro,SP,FEMININO,PRETA,53.0,nan,nan,SUPERIOR COMPLETO,DIRETOR DE ESTABELECIMENTO DE ENSINO,N,NÃO DIVULGÁVEL,70177
KELLY MORAES,PL,Direita,RS,FEMININO,BRANCA,60.0,306373.0,BENS_G2,ENSINO FUNDAMENTAL COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,22214
PASTOR JOEL FERNANDES,REPUBLICANOS,Direita,SE,MASCULINO,PARDA,44.0,25000.0,BENS_G4,ENSINO MÉDIO COMPLETO,MÚSICO,N,NÃO DIVULGÁVEL,10122
CANTORA GEORGETE ROCHA,PODE,Direita,RJ,FEMININO,BRANCA,69.0,nan,nan,ENSINO MÉDIO COMPLETO,CANTOR E COMPOSITOR,N,NÃO DIVULGÁVEL,19077
JOYCE CABELEIREIRA,PSB,Esquerda,RJ,FEMININO,PRETA,41.0,nan,nan,ENSINO MÉDIO COMPLETO,CABELEIREIRO E BARBEIRO,N,NÃO DIVULGÁVEL,40140
PEDRO RADADE,PTB,Direita,PR,MASCULINO,PARDA,66.0,4759929.0,BENS_G1,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,14345
ANDRÉA DE PAULA,MDB,Centro,SP,FEMININO,PRETA,43.0,70353.0,BENS_G4,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,15158
VICENTE LEÃO,PSDB,Centro,GO,MASCULINO,PARDA,42.0,nan,nan,ENSINO MÉDIO COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,45452
CARLOS LEÃO,PRTB,Direita,MG,MASCULINO,PRETA,49.0,412000.0,BENS_G2,SUPERIOR COMPLETO,"BOMBEIRO E INSTALADOR DE GÁS, ÁGUA, ESGOTO E ASSEMELHADOS",N,NÃO DIVULGÁVEL,28200
ELEUZA DIAS,PT,Esquerda,PI,FEMININO,PRETA,61.0,nan,nan,SUPERIOR COMPLETO,GERENTE,N,NÃO DIVULGÁVEL,13131
HERCULANO MOURA,PC do B,Esquerda,AM,MASCULINO,PARDA,66.0,104000.0,BENS_G3,ENSINO MÉDIO COMPLETO,AGRICULTOR,N,NÃO DIVULGÁVEL,65174
ELIENE GOMES,PL,Direita,CE,FEMININO,BRANCA,55.0,40000.0,BENS_G4,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,22789
PENHA CARDOSO,PMB,Direita,ES,FEMININO,BRANCA,56.0,nan,nan,ENSINO MÉDIO COMPLETO,COZINHEIRO,N,NÃO DIVULGÁVEL,35474
DANNI DIAS,CIDADANIA,Esquerda,PE,FEMININO,PARDA,30.0,nan,nan,SUPERIOR COMPLETO,BOMBEIRO CIVIL,N,NÃO DIVULGÁVEL,23456
ENFERMEIRO RONEUDO,REPUBLICANOS,Direita,RO,MASCULINO,PARDA,46.0,550000.0,BENS_G2,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,10444
PASTORA MARI,PMB,Direita,SP,FEMININO,PARDA,49.0,125000.0,BENS_G3,ENSINO MÉDIO COMPLETO,EMPREGADO DOMÉSTICO,N,NÃO DIVULGÁVEL,35274
PEDROSSIAN NETO,PSD,Direita,MS,MASCULINO,BRANCA,41.0,95299.0,BENS_G3,SUPERIOR COMPLETO,ECONOMISTA,N,NÃO DIVULGÁVEL,55000
CAROLINE DA SILVA,AVANTE,Centro,AP,FEMININO,PARDA,29.0,nan,nan,ENSINO FUNDAMENTAL COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,70400
FELIPE FAVA,PTB,Direita,RO,MASCULINO,BRANCA,29.0,100000.0,BENS_G3,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,14022
PAULINHO AGUIAR,PSDB,Centro,RJ,MASCULINO,BRANCA,45.0,110000.0,BENS_G3,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,45555
BRUNO PALMA,PL,Direita,BA,MASCULINO,PARDA,45.0,nan,nan,ENSINO FUNDAMENTAL COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,22100
EMERSON NEGÃO,UNIÃO,Direita,ES,MASCULINO,PRETA,50.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,44111
SILENE CORREA,PODE,Direita,AP,FEMININO,PARDA,39.0,nan,nan,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,19019
DANILO LOPES,AVANTE,Centro,CE,MASCULINO,PARDA,55.0,1536246.0,BENS_G1,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,70007
PROFESSOR JADER,REDE,Esquerda,RJ,MASCULINO,BRANCA,68.0,485000.0,BENS_G2,SUPERIOR COMPLETO,PROFESSOR DE ENSINO MÉDIO,N,NÃO DIVULGÁVEL,18612
RÉGA DA ESPERANÇA,PSD,Direita,RO,MASCULINO,PARDA,40.0,nan,nan,SUPERIOR INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,55678
PROF ENFERMEIRA SANDRA ASSANTE,REDE,Esquerda,MG,FEMININO,BRANCA,53.0,nan,nan,SUPERIOR COMPLETO,PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL,N,NÃO DIVULGÁVEL,18888
ROSELI MATOS,PC do B,Esquerda,AP,FEMININO,PARDA,47.0,900000.0,BENS_G1,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,65456
ISAURA LEMOS,PC do B,Esquerda,GO,FEMININO,BRANCA,68.0,3750000.0,BENS_G1,SUPERIOR INCOMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,65123
EDUARDO VASCONCELOS,AVANTE,Centro,PE,MASCULINO,BRANCA,36.0,101638.0,BENS_G3,SUPERIOR COMPLETO,ODONTÓLOGO,N,NÃO DIVULGÁVEL,70123
MICHELE BEGOT,PSD,Direita,PA,FEMININO,BRANCA,44.0,nan,nan,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,55055
PASTOR GOMES,PP,Direita,RJ,MASCULINO,PARDA,55.0,1300.0,BENS_G4,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,11933
CORONEL MÉDICA EDNA QUEIROZ,PP,Direita,RJ,FEMININO,BRANCA,56.0,1255166.0,BENS_G1,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,11771
ANA JÚLIA,PT,Esquerda,PR,FEMININO,BRANCA,22.0,nan,nan,ENSINO MÉDIO COMPLETO,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",N,NÃO DIVULGÁVEL,13213
VALADÃO DO POVO,PMB,Direita,SP,MASCULINO,PRETA,38.0,12.0,BENS_G4,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,35300
RAFAELLA RODRIGUES,REDE,Esquerda,PA,FEMININO,BRANCA,37.0,nan,nan,SUPERIOR COMPLETO,BIOMÉDICO,N,NÃO DIVULGÁVEL,18789
EROS ASFURY,UNIÃO,Direita,AC,MASCULINO,PARDA,48.0,nan,nan,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,44144
BRUNO RICHARDSON,PTB,Direita,RN,MASCULINO,PARDA,43.0,147744.0,BENS_G3,SUPERIOR COMPLETO,SERVIDOR PÚBLICO FEDERAL,N,NÃO DIVULGÁVEL,14190
EDCLEY COELHO,PSB,Esquerda,MT,MASCULINO,PRETA,47.0,597000.0,BENS_G2,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,40444
OLYNTHO NETO,REPUBLICANOS,Direita,TO,MASCULINO,BRANCA,36.0,1483299.0,BENS_G1,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,10000
RITA UIARA,REDE,Esquerda,MG,FEMININO,BRANCA,40.0,28647.0,BENS_G4,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,18110
REGINA GUIMARÃES PAÉ,PRTB,Direita,TO,FEMININO,BRANCA,28.0,87000.0,BENS_G3,SUPERIOR COMPLETO,AGENTE ADMINISTRATIVO,N,NÃO DIVULGÁVEL,28996
JUNIOR JL,PMB,Direita,RJ,MASCULINO,PARDA,39.0,53000.0,BENS_G4,ENSINO MÉDIO COMPLETO,TAXISTA,N,NÃO DIVULGÁVEL,35622
VALMIR TEIXEIRA,PSB,Esquerda,MT,MASCULINO,PARDA,43.0,374667.0,BENS_G2,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,40600
ROSELI DA GENTE,PROS,Centro,PR,FEMININO,BRANCA,53.0,50000.0,BENS_G4,ENSINO FUNDAMENTAL COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,90012
ALEX MARQUES,MDB,Centro,AP,MASCULINO,PRETA,47.0,nan,nan,ENSINO MÉDIO COMPLETO,VIGILANTE,N,NÃO DIVULGÁVEL,15151
BÊTA,PSB,Esquerda,SE,MASCULINO,PARDA,52.0,621645.0,BENS_G2,ENSINO MÉDIO COMPLETO,MOTORISTA PARTICULAR,N,NÃO DIVULGÁVEL,40333
LOCUTOR FERNANDO LOPES,REPUBLICANOS,Direita,ES,MASCULINO,PARDA,32.0,nan,nan,ENSINO FUNDAMENTAL COMPLETO,LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA,N,NÃO DIVULGÁVEL,10345
MISS MARLI DRUMOND,PSC,Direita,RJ,FEMININO,PARDA,62.0,1200000.0,BENS_G1,SUPERIOR COMPLETO,ASSISTENTE SOCIAL,N,NÃO DIVULGÁVEL,20015
PROFESSORA JOELMA DUTRA,PP,Direita,BA,FEMININO,BRANCA,47.0,21000.0,BENS_G4,SUPERIOR COMPLETO,PROFESSOR DE ENSINO MÉDIO,N,NÃO DIVULGÁVEL,11331
CHRISTIAN LEMOS ,PSDB,Centro,RS,MASCULINO,BRANCA,39.0,165589.0,BENS_G3,SUPERIOR COMPLETO,PRODUTOR AGROPECUÁRIO,N,NÃO DIVULGÁVEL,45101
BRUNO CARRÃO PATAXO,CIDADANIA,Esquerda,RS,MASCULINO,BRANCA,34.0,nan,nan,SUPERIOR INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,23234
JOSÉ CAPAVERDE,PL,Direita,RS,MASCULINO,PARDA,25.0,278000.0,BENS_G2,SUPERIOR COMPLETO,PRODUTOR AGROPECUÁRIO,N,NÃO DIVULGÁVEL,22122
AGENTE PIVA,PSD,Direita,SP,MASCULINO,BRANCA,43.0,19800.0,BENS_G4,SUPERIOR INCOMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,55600
ROSE SERRA,REPUBLICANOS,Direita,BA,FEMININO,PRETA,48.0,nan,nan,ENSINO MÉDIO INCOMPLETO,ESTETICISTA,N,NÃO DIVULGÁVEL,10244
ZEIDAN,PT,Esquerda,RJ,FEMININO,BRANCA,55.0,1359534.0,BENS_G1,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,13103
CABO WELITON,PMB,Direita,RJ,MASCULINO,PRETA,38.0,nan,nan,ENSINO MÉDIO COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,35762
PEDRO RELOJOEIRO,PT,Esquerda,RR,MASCULINO,PARDA,64.0,nan,nan,ENSINO MÉDIO COMPLETO,COMERCIÁRIO,N,NÃO DIVULGÁVEL,13100
ANTONIO HENRIQUE,PDT,Esquerda,CE,MASCULINO,BRANCA,51.0,673641.0,BENS_G2,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,12111
ELIANA PATRIOTA,UNIÃO,Direita,SC,FEMININO,BRANCA,52.0,nan,nan,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,44800
LIZA,PP,Direita,RS,FEMININO,BRANCA,52.0,450000.0,BENS_G2,ENSINO MÉDIO COMPLETO,"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",N,NÃO DIVULGÁVEL,11070
JOZELINO RODRIGUES,PATRIOTA,Direita,TO,MASCULINO,PARDA,48.0,2627000.0,BENS_G1,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,51122
TIA LU DA RECICLAGEM,PSB,Esquerda,RJ,FEMININO,PARDA,48.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,40132
ROBERTO CIDADE,UNIÃO,Direita,AM,MASCULINO,BRANCA,36.0,2945151.0,BENS_G1,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,44555
VILSON DO PADRE LIBERIO,PMN,Esquerda,MG,MASCULINO,PARDA,50.0,nan,nan,ENSINO MÉDIO INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,33037
WILLIAN PANDA,PSB,Esquerda,GO,MASCULINO,PARDA,39.0,228126.0,BENS_G3,SUPERIOR INCOMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,40789
ÁTILA MARQUES,REPUBLICANOS,Direita,GO,MASCULINO,BRANCA,26.0,nan,nan,SUPERIOR INCOMPLETO,JORNALISTA E REDATOR,N,NÃO DIVULGÁVEL,10500
THAISE GUEDES,MDB,Centro,AL,FEMININO,PARDA,35.0,nan,nan,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,15400
JOVEM JADIEL,MDB,Centro,MT,MASCULINO,BRANCA,30.0,573244.0,BENS_G2,SUPERIOR COMPLETO,PROFESSOR DE ENSINO MÉDIO,N,NÃO DIVULGÁVEL,15456
LUISA SANT ANNA,DC,Direita,RJ,FEMININO,BRANCA,26.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,27035
ILDO SEBASTIÃO,PSOL,Esquerda,GO,MASCULINO,PARDA,57.0,nan,nan,ENSINO FUNDAMENTAL COMPLETO,CATADOR DE RECICLÁVEIS,N,NÃO DIVULGÁVEL,50560
TONY DO CONSELHO,AGIR,Direita,PB,MASCULINO,PARDA,67.0,nan,nan,SUPERIOR COMPLETO,CONTADOR,N,NÃO DIVULGÁVEL,36777
SIMAR DA CAUSA ANIMAL,AVANTE,Centro,MG,MASCULINO,PARDA,53.0,nan,nan,ENSINO MÉDIO COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,70192
CLAUDIO TINOCO,UNIÃO,Direita,BA,MASCULINO,BRANCA,53.0,133801.0,BENS_G3,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,44244
TIA SÚ,AGIR,Direita,BA,FEMININO,PRETA,63.0,nan,nan,ENSINO FUNDAMENTAL INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,36333
DUDU SACRISTÃO,PMN,Esquerda,CE,MASCULINO,PARDA,50.0,nan,nan,ENSINO MÉDIO COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,33800
PRETA DA RADIO CAPITAL,PSC,Direita,SP,FEMININO,PARDA,48.0,2007000.0,BENS_G1,ENSINO MÉDIO COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,20629
ANTONIO ARAMONI,UNIÃO,Direita,MS,MASCULINO,PARDA,42.0,226708.0,BENS_G3,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,44666
MISSIONARIA GRAÇA MIRANDA,REPUBLICANOS,Direita,PE,FEMININO,BRANCA,63.0,nan,nan,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,10122
JOSÉ DIAS,PSDB,Centro,RN,MASCULINO,BRANCA,83.0,53184092.0,BENS_G1,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,45555
NASARÉ ALENCAR,UNIÃO,Direita,CE,FEMININO,PARDA,52.0,312000.0,BENS_G2,ENSINO MÉDIO INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,44557
BOSCO SARAIVA,SOLIDARIEDADE,Centro,AM,MASCULINO,BRANCA,63.0,371670.0,BENS_G2,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,77777
LUCIMAR FIDELIS,DC,Direita,GO,FEMININO,BRANCA,47.0,nan,nan,ENSINO MÉDIO COMPLETO,GERENTE,N,NÃO DIVULGÁVEL,27600
MEIRY OLIVEIRA,PDT,Esquerda,AC,FEMININO,PARDA,28.0,nan,nan,SUPERIOR COMPLETO,DONA DE CASA,N,NÃO DIVULGÁVEL,12287
DRA. MAFRA,PL,Direita,SE,FEMININO,PARDA,51.0,143400.0,BENS_G3,SUPERIOR COMPLETO,JORNALISTA E REDATOR,N,NÃO DIVULGÁVEL,22777
ENEAS SALES,PMB,Direita,SP,MASCULINO,BRANCA,53.0,42150.0,BENS_G4,SUPERIOR INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,35553
DARLENE DA TUCA,PSDB,Centro,RS,FEMININO,PRETA,39.0,nan,nan,SUPERIOR INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,45700
HOSANA CHAGAS,MDB,Centro,PB,FEMININO,PARDA,48.0,183000.0,BENS_G3,SUPERIOR COMPLETO,ASSISTENTE SOCIAL,N,NÃO DIVULGÁVEL,15333
EDUARDO FELIX,PSDB,Centro,RJ,MASCULINO,PARDA,53.0,nan,nan,ENSINO MÉDIO COMPLETO,SERVIDOR PÚBLICO MUNICIPAL,N,NÃO DIVULGÁVEL,45637
TENENTE BAHIA,PL,Direita,SP,MASCULINO,PARDA,35.0,254532.0,BENS_G3,SUPERIOR COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,22900
PROFESSORA VÂNIA TRETTEL,PL,Direita,MT,FEMININO,PARDA,60.0,25000.0,BENS_G4,SUPERIOR COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,22002
SOLANGE BEZERRA,PSC,Direita,MA,FEMININO,BRANCA,54.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,20300
SOLDADO ROSA,REPUBLICANOS,Direita,RS,FEMININO,BRANCA,35.0,100000.0,BENS_G3,SUPERIOR INCOMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,10333
ERIC COSTA,PSD,Direita,MA,MASCULINO,PARDA,38.0,1076000.0,BENS_G1,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,55800
CABO MACIEL,PL,Direita,AM,MASCULINO,PARDA,60.0,1495377.0,BENS_G1,ENSINO MÉDIO COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,22333
PROF LIS MARINHO,PP,Direita,PI,FEMININO,BRANCA,62.0,1071000.0,BENS_G1,SUPERIOR COMPLETO,PROFESSOR DE ENSINO SUPERIOR,N,NÃO DIVULGÁVEL,11777
ARTUR LORENTZ,NOVO,Direita,RS,MASCULINO,BRANCA,62.0,700000.0,BENS_G2,SUPERIOR COMPLETO,ENGENHEIRO,N,NÃO DIVULGÁVEL,30100
GUSTAVO SEBBA,PSDB,Centro,GO,MASCULINO,BRANCA,35.0,1051971.0,BENS_G1,SUPERIOR COMPLETO,MÉDICO,S,NÃO DIVULGÁVEL,45222
SUELY BARRETO,CIDADANIA,Esquerda,SE,FEMININO,BRANCA,43.0,nan,nan,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,23023
JACKES ANDRADE,PSOL,Esquerda,RS,MASCULINO,PRETA,51.0,nan,nan,ENSINO MÉDIO COMPLETO,SERVIDOR PÚBLICO MUNICIPAL,N,NÃO DIVULGÁVEL,50456
DANILO ROCHA,NOVO,Direita,MG,MASCULINO,PARDA,31.0,nan,nan,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,30600
FABIO FERREIRA,AGIR,Direita,ES,MASCULINO,PARDA,50.0,1331980.0,BENS_G1,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,36666
CLAUDIO VIGILANTE,PROS,Centro,AP,MASCULINO,AMARELA,54.0,nan,nan,ENSINO MÉDIO COMPLETO,VIGILANTE,N,NÃO DIVULGÁVEL,90246
ELIEL JOSÉ,PODE,Direita,GO,MASCULINO,PARDA,45.0,300000.0,BENS_G2,ENSINO MÉDIO COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,19789
JOÃO ROCHA,UNIÃO,Direita,SP,MASCULINO,PARDA,65.0,784227.0,BENS_G1,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,44445
PR CARLOS PENHA,SOLIDARIEDADE,Centro,RJ,MASCULINO,PRETA,71.0,nan,nan,ENSINO MÉDIO COMPLETO,"TÉCNICO DE OBRAS CIVIS, ESTRADAS, SANEAMENTO E ASSEMELHADOS",N,NÃO DIVULGÁVEL,77789
BETE WERNER QUANDT,PSD,Direita,SC,FEMININO,BRANCA,55.0,635000.0,BENS_G2,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,55255
DR EDER ACUPUNTURISTA,PL,Direita,PR,MASCULINO,AMARELA,60.0,1593560.0,BENS_G1,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,22922
DEMAS NEVES,PP,Direita,PE,MASCULINO,PARDA,52.0,nan,nan,ENSINO FUNDAMENTAL INCOMPLETO,AGRICULTOR,N,NÃO DIVULGÁVEL,11123
KARINA LEDA,PROS,Centro,MA,FEMININO,BRANCA,54.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,90999
YURI HARA,SOLIDARIEDADE,Centro,AM,MASCULINO,BRANCA,33.0,nan,nan,SUPERIOR COMPLETO,RELAÇÕES-PÚBLICAS,N,NÃO DIVULGÁVEL,77677
CABO AÊNIA,PL,Direita,PE,FEMININO,PARDA,42.0,20000.0,BENS_G4,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,22190
RODRIGO MORAES,PL,Direita,SP,MASCULINO,BRANCA,38.0,1987488.0,BENS_G1,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,22541
POLACA SOMARIVA,AGIR,Direita,PR,FEMININO,BRANCA,49.0,nan,nan,ENSINO FUNDAMENTAL INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,36454
MARCO BUENO,REPUBLICANOS,Direita,SP,MASCULINO,BRANCA,44.0,502235.0,BENS_G2,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,10120
SANDRO DE CLÁUDIO SENA,MDB,Centro,BA,MASCULINO,PRETA,36.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,15122
ALUISIO LESSA,PSB,Esquerda,PE,MASCULINO,BRANCA,64.0,1394118.0,BENS_G1,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,40777
ANGELA EMPREGUETE,PP,Direita,SE,FEMININO,PARDA,57.0,50000.0,BENS_G4,ENSINO FUNDAMENTAL COMPLETO,EMPREGADO DOMÉSTICO,N,NÃO DIVULGÁVEL,11777
WALLBER VIRGOLINO,PL,Direita,PB,MASCULINO,BRANCA,44.0,957615.0,BENS_G1,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,22190
DR GREGORIO,PL,Direita,ES,MASCULINO,BRANCA,37.0,826999.0,BENS_G1,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,22999
MARIANA SOARES,PSB,Esquerda,AL,FEMININO,PRETA,27.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,40234
LEIA WAGNER,REDE,Esquerda,ES,FEMININO,BRANCA,46.0,203888.0,BENS_G3,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,18144
ISAEL DIA,PMN,Esquerda,MG,MASCULINO,PARDA,44.0,nan,nan,ENSINO MÉDIO COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,33010
NICELIA CASCIANO,PL,Direita,RN,FEMININO,PARDA,38.0,nan,nan,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,22999
ILZA DO CARMO,PODE,Direita,MG,FEMININO,PRETA,54.0,nan,nan,SUPERIOR COMPLETO,ENFERMEIRO,N,NÃO DIVULGÁVEL,19995
TENENTE COLETIVO PROGRESSISTA,PSOL,Esquerda,MS,MASCULINO,BRANCA,52.0,379737.0,BENS_G2,SUPERIOR COMPLETO,SERVIDOR PÚBLICO MUNICIPAL,N,NÃO DIVULGÁVEL,50999
CHUPETA,REPUBLICANOS,Direita,ES,MASCULINO,PRETA,55.0,nan,nan,ENSINO FUNDAMENTAL COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,10007
LUCIANA XAVIER,AVANTE,Centro,RJ,FEMININO,PRETA,52.0,nan,nan,SUPERIOR COMPLETO,ENFERMEIRO,N,NÃO DIVULGÁVEL,70889
PEPES,PATRIOTA,Direita,AC,MASCULINO,PARDA,68.0,62000.0,BENS_G4,ENSINO FUNDAMENTAL COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,51234
LEO SALAZAR,CIDADANIA,Esquerda,PE,MASCULINO,BRANCA,43.0,343510.0,BENS_G2,SUPERIOR COMPLETO,CONTADOR,N,NÃO DIVULGÁVEL,23023
MARTILENE ALMEIDA,PRTB,Direita,MA,FEMININO,PARDA,57.0,120000.0,BENS_G3,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,28070
YARA HAQUIM,NOVO,Direita,RJ,FEMININO,BRANCA,39.0,72461.0,BENS_G4,SUPERIOR COMPLETO,ENGENHEIRO,N,NÃO DIVULGÁVEL,30330
LIZA RAMOS,PROS,Centro,PR,FEMININO,BRANCA,40.0,185000.0,BENS_G3,SUPERIOR INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,90403
NAVEGANTES,UNIÃO,Direita,RN,MASCULINO,PARDA,43.0,390223.0,BENS_G2,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,44777
